City,Account length,Area code,Phone number,International plan,Voicemail plan,No. vmail msgs,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total int charge,Customer service calls,Churn
Yokohama,315,415,306-234-6126,No,No,13,151.89,85,25.82,396.74,49,39.67,78.82,129,3.94,4.08,14,0.61,3,True
Kawasaki,444,510,873-120-7839,No,No,10,346.63,5,58.93,310.26,82,31.03,240.76,117,12.04,7.07,17,1.06,2,True
Yokohama,770,510,602-297-3788,No,Yes,15,377.9,58,64.24,384.53,54,38.45,113.6,189,5.68,12.54,14,1.88,3,False
Saitama,330,510,729-548-9402,No,Yes,11,90.01,66,15.3,63.16,87,6.32,229.34,32,11.47,6.97,4,1.05,0,False
Saitama,825,415,500-321-2977,Yes,No,40,209.67,144,35.64,140.28,109,14.03,241.78,42,12.09,3.15,10,0.47,7,True
Tokyo,605,510,468-363-5362,Yes,Yes,1,40.49,67,6.88,174.15,117,17.42,343.25,194,17.16,17.87,11,2.68,8,True
Kawasaki,833,408,793-855-7668,No,No,9,239.9,92,40.78,100.67,82,10.07,33.63,105,1.68,9.54,14,1.43,3,True
Yokohama,944,408,133-214-6359,Yes,Yes,31,162.11,145,27.56,330.6,190,33.06,182.2,47,9.11,0.4,19,0.06,4,True
Fukuoka,427,415,716-670-4274,Yes,Yes,19,356.01,49,60.52,149.96,117,15.0,282.32,135,14.12,19.82,2,2.97,4,False
Kyoto,479,408,916-563-3184,Yes,Yes,43,168.17,93,28.59,27.11,18,2.71,355.6,78,17.78,8.11,10,1.22,1,False
Fukuoka,918,510,200-643-2395,No,No,2,62.0,179,10.54,123.95,59,12.4,324.59,181,16.23,0.89,12,0.13,2,True
Tokyo,181,510,308-194-2790,No,No,45,319.07,9,54.24,47.4,100,4.74,157.42,95,7.87,14.16,3,2.12,7,False
Tokyo,618,408,723-574-7876,Yes,No,19,84.56,193,14.38,121.48,148,12.15,256.2,107,12.81,16.63,19,2.49,7,False
Saitama,908,415,458-420-5328,No,No,6,347.56,116,59.09,286.21,197,28.62,292.83,57,14.64,0.51,1,0.08,7,True
Osaka,758,510,649-405-9551,No,No,10,174.08,165,29.59,236.75,101,23.68,224.39,112,11.22,6.67,3,1.0,5,True
Kobe,286,510,620-287-8623,Yes,No,39,337.31,82,57.34,385.6,157,38.56,198.42,59,9.92,8.1,3,1.21,7,False
Kobe,900,415,125-648-1377,Yes,No,40,104.14,62,17.7,120.19,59,12.02,19.58,78,0.98,0.86,12,0.13,5,False
Nagoya,132,510,506-115-2630,No,No,13,191.91,103,32.62,335.06,85,33.51,280.58,1,14.03,4.85,1,0.73,2,False
Fukuoka,746,510,798-322-3095,No,No,36,201.68,51,34.29,169.44,192,16.94,362.92,16,18.15,9.66,13,1.45,0,True
Kobe,601,510,692-564-7382,No,Yes,4,39.09,188,6.65,315.12,86,31.51,68.14,134,3.41,19.39,7,2.91,0,False
Fukuoka,56,408,950-738-3440,Yes,No,17,80.8,169,13.74,344.77,104,34.48,52.66,80,2.63,15.54,18,2.33,8,True
Tokyo,943,415,676-854-3960,Yes,No,26,207.14,115,35.21,289.9,48,28.99,182.52,51,9.13,5.62,5,0.84,8,False
Kawasaki,493,415,599-262-5861,No,Yes,25,315.32,123,53.6,393.07,189,39.31,61.48,123,3.07,7.51,0,1.13,4,True
Tokyo,429,408,869-415-3688,No,No,33,260.66,119,44.31,69.28,129,6.93,29.25,113,1.46,4.41,4,0.66,9,False
Tokyo,836,408,924-952-1375,Yes,Yes,12,120.85,45,20.54,92.81,53,9.28,5.64,162,0.28,5.49,13,0.82,4,True
Yokohama,2,408,242-660-4160,Yes,No,16,367.34,72,62.45,290.22,90,29.02,96.0,128,4.8,11.1,5,1.66,5,True
Tokyo,738,408,499-194-4976,No,Yes,35,327.25,113,55.63,205.91,4,20.59,172.76,20,8.64,3.95,6,0.59,8,True
Tokyo,980,510,782-915-1519,Yes,Yes,9,234.84,96,39.92,158.92,194,15.89,348.06,180,17.4,14.7,8,2.2,3,True
Saitama,199,415,403-429-6518,No,Yes,9,249.84,10,42.47,234.49,170,23.45,112.19,161,5.61,5.67,19,0.85,0,False
Kobe,589,408,297-686-9238,No,Yes,28,35.22,76,5.99,372.26,96,37.23,330.2,98,16.51,4.3,9,0.64,1,False
Kyoto,181,415,916-377-6004,Yes,Yes,31,355.46,56,60.43,274.67,190,27.47,154.77,82,7.74,0.76,11,0.11,9,False
Tokyo,759,510,386-645-5795,No,Yes,3,365.84,94,62.19,78.22,183,7.82,304.87,49,15.24,8.74,4,1.31,4,True
Saitama,310,415,212-572-2676,No,Yes,3,376.52,116,64.01,171.45,88,17.14,92.45,46,4.62,7.44,1,1.12,0,True
Kobe,808,415,914-587-5940,No,Yes,10,345.42,7,58.72,349.83,48,34.98,308.11,193,15.41,7.99,3,1.2,6,False
Kyoto,357,408,788-756-2835,No,Yes,41,54.19,176,9.21,117.89,49,11.79,299.28,71,14.96,12.8,9,1.92,4,True
Kawasaki,441,510,954-522-7500,No,No,4,381.01,194,64.77,155.08,174,15.51,234.42,85,11.72,7.23,2,1.08,7,False
Yokohama,419,510,290-290-6194,Yes,Yes,29,330.94,60,56.26,189.58,23,18.96,211.46,145,10.57,0.88,2,0.13,9,True
Sapporo,707,415,732-392-2214,Yes,Yes,49,296.58,108,50.42,85.78,164,8.58,380.3,2,19.02,13.91,15,2.09,1,True
Yokohama,299,408,969-335-1985,Yes,No,23,28.27,171,4.81,202.89,151,20.29,171.37,28,8.57,6.84,9,1.03,2,False
Sapporo,106,510,768-456-8659,Yes,Yes,20,134.25,183,22.82,290.17,128,29.02,316.45,35,15.82,5.8,18,0.87,1,False
Yokohama,563,415,965-498-8089,Yes,Yes,46,294.44,150,50.05,38.01,65,3.8,245.97,57,12.3,14.23,6,2.13,8,True
Tokyo,885,510,197-233-9835,Yes,No,4,278.55,146,47.35,343.91,109,34.39,95.57,71,4.78,4.45,8,0.67,2,True
Yokohama,364,408,444-808-9325,No,No,23,394.99,51,67.15,1.44,59,0.14,122.89,20,6.14,16.15,10,2.42,7,True
Kobe,572,415,264-126-2045,Yes,Yes,6,41.91,87,7.12,21.02,115,2.1,349.6,8,17.48,2.59,10,0.39,0,True
Saitama,986,408,540-363-2056,No,No,31,288.4,167,49.03,396.07,166,39.61,186.01,56,9.3,16.12,0,2.42,9,False
Nagoya,364,408,110-792-8929,Yes,No,24,3.76,179,0.64,79.07,73,7.91,11.07,191,0.55,14.08,1,2.11,8,False
Kobe,505,510,179-135-8884,Yes,No,0,31.04,60,5.28,309.59,96,30.96,220.8,16,11.04,19.06,15,2.86,2,False
Fukuoka,52,510,403-822-2337,Yes,No,3,274.48,170,46.66,49.04,50,4.9,80.92,60,4.05,2.24,3,0.34,0,False
Yokohama,66,510,726-269-3097,No,No,36,101.77,102,17.3,398.6,7,39.86,129.96,47,6.5,17.77,3,2.67,9,False
Kyoto,458,408,460-745-5319,Yes,Yes,27,183.5,167,31.2,321.91,52,32.19,389.86,11,19.49,15.01,13,2.25,5,True
Kyoto,520,415,789-378-4152,Yes,No,35,53.33,82,9.07,373.78,140,37.38,315.23,10,15.76,17.86,17,2.68,6,True
Kobe,867,408,535-100-7710,No,No,15,64.19,63,10.91,59.83,11,5.98,197.86,83,9.89,1.51,13,0.23,3,False
Kyoto,788,415,950-284-9692,Yes,No,35,106.91,40,18.17,13.94,181,1.39,124.09,83,6.2,16.63,6,2.49,5,True
Saitama,736,415,628-174-2005,Yes,Yes,39,0.48,137,0.08,346.52,82,34.65,264.93,9,13.25,17.77,4,2.67,7,False
Kawasaki,798,510,320-428-5118,No,Yes,2,387.29,87,65.84,64.49,123,6.45,23.35,108,1.17,1.51,17,0.23,1,True
Nagoya,405,510,462-975-9010,No,Yes,25,343.79,85,58.44,323.59,9,32.36,2.38,179,0.12,19.15,5,2.87,5,True
Tokyo,938,415,178-676-8972,Yes,No,32,168.94,5,28.72,202.07,160,20.21,370.02,75,18.5,19.09,3,2.86,2,False
Sapporo,700,415,297-619-7088,Yes,No,31,88.78,22,15.09,230.81,101,23.08,399.18,102,19.96,15.9,16,2.38,7,True
Kobe,693,510,793-557-9872,No,Yes,26,150.93,186,25.66,127.7,87,12.77,82.75,155,4.14,11.18,12,1.68,6,True
Yokohama,669,415,738-369-8488,Yes,No,15,334.62,50,56.89,42.67,125,4.27,37.51,156,1.88,12.87,4,1.93,0,True
Fukuoka,328,408,268-649-4485,No,Yes,34,91.4,125,15.54,229.01,101,22.9,126.41,47,6.32,15.71,5,2.36,7,False
Fukuoka,280,415,296-697-2990,Yes,Yes,30,397.27,189,67.54,210.12,76,21.01,377.61,6,18.88,9.69,10,1.45,7,False
Tokyo,842,510,262-763-8218,Yes,No,7,141.69,186,24.09,361.32,6,36.13,290.39,0,14.52,15.06,6,2.26,7,True
Saitama,465,510,873-513-1393,Yes,No,43,277.64,120,47.2,89.74,113,8.97,313.85,143,15.69,7.15,4,1.07,1,True
Yokohama,674,408,584-559-2834,No,Yes,31,251.49,98,42.75,63.31,178,6.33,239.55,74,11.98,1.77,5,0.27,0,False
Yokohama,713,415,516-540-3748,Yes,No,42,67.64,93,11.5,134.32,161,13.43,210.31,78,10.52,19.94,2,2.99,3,False
Yokohama,910,510,443-848-3229,Yes,No,2,159.93,123,27.19,376.92,169,37.69,363.08,41,18.15,11.44,12,1.72,5,False
Nagoya,305,415,623-136-9870,Yes,Yes,38,107.36,151,18.25,163.35,166,16.34,368.82,32,18.44,14.55,4,2.18,9,True
Nagoya,592,408,743-181-8779,No,No,6,133.81,97,22.75,356.44,41,35.64,312.0,138,15.6,4.03,15,0.6,2,True
Fukuoka,442,415,358-116-1894,Yes,No,36,114.91,143,19.53,161.48,48,16.15,338.85,16,16.94,11.39,7,1.71,3,False
Tokyo,658,415,107-749-5306,Yes,No,31,358.91,55,61.01,268.49,187,26.85,6.55,26,0.33,1.81,18,0.27,6,True
Kawasaki,285,408,341-237-3410,Yes,Yes,5,120.29,104,20.45,26.64,90,2.66,60.56,12,3.03,18.85,16,2.83,5,True
Osaka,749,510,303-572-5907,No,Yes,14,171.86,132,29.22,209.81,41,20.98,373.73,190,18.69,19.06,6,2.86,1,False
Fukuoka,276,510,580-810-8309,Yes,No,26,360.28,79,61.25,173.69,163,17.37,371.06,4,18.55,5.4,16,0.81,2,True
Kobe,362,510,343-806-2380,Yes,Yes,24,22.88,46,3.89,262.93,188,26.29,51.75,106,2.59,2.89,15,0.43,5,True
Tokyo,974,415,285-788-3839,Yes,Yes,48,288.92,97,49.12,384.54,185,38.45,342.99,32,17.15,5.46,11,0.82,6,True
Tokyo,296,510,328-614-3255,Yes,Yes,23,107.7,51,18.31,339.27,7,33.93,158.98,10,7.95,14.07,6,2.11,6,False
Sapporo,884,408,424-844-6499,Yes,Yes,29,166.51,83,28.31,213.37,65,21.34,267.52,115,13.38,1.19,7,0.18,6,True
Kyoto,440,415,791-874-1843,Yes,Yes,13,51.28,88,8.72,272.63,197,27.26,169.02,133,8.45,16.17,4,2.43,9,False
Kawasaki,656,408,861-350-1069,No,No,13,231.33,32,39.33,201.91,115,20.19,363.28,184,18.16,12.32,6,1.85,8,False
Sapporo,796,510,483-280-9421,No,Yes,28,275.22,99,46.79,347.78,181,34.78,261.42,140,13.07,10.43,1,1.56,9,False
Osaka,164,408,330-129-1684,No,No,6,156.47,3,26.6,65.76,21,6.58,322.57,89,16.13,1.34,2,0.2,8,True
Kawasaki,708,408,928-668-9277,No,Yes,9,198.12,172,33.68,67.66,40,6.77,237.79,55,11.89,16.08,5,2.41,5,True
Kobe,644,415,712-109-1111,No,Yes,29,329.01,38,55.93,71.68,111,7.17,75.38,112,3.77,18.53,9,2.78,7,False
Sapporo,958,408,980-419-4922,Yes,Yes,25,160.51,83,27.29,48.87,107,4.89,97.53,103,4.88,7.04,9,1.06,8,False
Tokyo,266,408,160-115-9079,No,Yes,11,251.96,199,42.83,126.52,111,12.65,258.46,107,12.92,12.83,2,1.92,5,True
Fukuoka,244,415,196-175-9487,No,No,28,338.45,67,57.54,13.83,76,1.38,372.33,131,18.62,5.58,19,0.84,7,True
Kobe,528,408,485-260-4326,No,Yes,47,382.54,77,65.03,359.02,132,35.9,48.31,24,2.42,5.12,13,0.77,7,True
Kobe,532,408,372-117-7377,Yes,Yes,38,175.1,103,29.77,194.31,129,19.43,154.32,174,7.72,18.6,19,2.79,1,False
Fukuoka,569,415,490-661-3410,No,Yes,42,79.6,157,13.53,41.35,115,4.14,4.54,112,0.23,18.6,11,2.79,1,False
Kawasaki,61,408,737-138-2179,No,No,16,86.16,100,14.65,315.64,57,31.56,76.07,85,3.8,15.46,2,2.32,9,False
Kawasaki,13,415,752-739-8130,Yes,No,3,380.44,61,64.67,16.76,87,1.68,220.87,152,11.04,15.95,8,2.39,3,True
Fukuoka,632,510,780-840-6532,Yes,No,30,248.86,90,42.31,181.44,42,18.14,126.61,26,6.33,16.87,14,2.53,9,False
Kyoto,912,408,594-428-5001,No,No,36,302.3,107,51.39,224.33,120,22.43,197.78,102,9.89,5.71,1,0.86,7,False
Fukuoka,318,510,925-708-1186,No,Yes,42,195.7,147,33.27,227.46,195,22.75,305.96,117,15.3,12.39,16,1.86,3,True
Tokyo,39,415,965-753-2620,Yes,No,6,271.91,88,46.22,372.79,37,37.28,304.88,54,15.24,6.64,11,1.0,4,True
Tokyo,744,510,755-887-1786,No,Yes,22,82.04,21,13.95,351.74,188,35.17,287.96,20,14.4,0.16,17,0.02,9,True
Kobe,95,510,947-598-9498,Yes,Yes,2,102.85,30,17.48,393.04,55,39.3,222.0,119,11.1,5.21,2,0.78,0,False
Kawasaki,479,415,895-853-2270,No,Yes,37,199.69,115,33.95,25.93,92,2.59,207.91,119,10.4,9.05,10,1.36,9,False
Sapporo,652,408,366-705-9295,No,Yes,17,205.25,89,34.89,326.88,89,32.69,134.64,80,6.73,17.68,15,2.65,8,True
Fukuoka,328,415,909-387-4038,No,Yes,29,257.44,125,43.76,397.47,165,39.75,274.95,150,13.75,6.53,19,0.98,7,True
Kyoto,945,408,673-113-6087,Yes,No,2,256.27,9,43.57,141.53,147,14.15,49.06,91,2.45,10.98,9,1.65,4,True
Saitama,633,510,332-409-4070,Yes,Yes,10,43.58,53,7.41,56.61,192,5.66,162.05,52,8.1,8.83,19,1.32,8,True
Nagoya,823,510,463-182-4531,No,Yes,10,390.55,127,66.39,23.99,113,2.4,346.35,81,17.32,16.2,2,2.43,3,True
Fukuoka,672,408,723-787-9494,No,No,20,211.26,155,35.91,101.03,90,10.1,278.17,142,13.91,12.75,7,1.91,5,False
Fukuoka,811,408,295-279-9449,Yes,Yes,39,313.67,141,53.32,121.09,141,12.11,164.73,116,8.24,18.9,4,2.83,3,True
Saitama,164,510,162-791-4816,No,No,49,352.55,69,59.93,206.76,175,20.68,267.29,73,13.36,17.07,9,2.56,3,True
Osaka,582,510,722-982-7873,Yes,Yes,6,24.65,104,4.19,174.52,159,17.45,3.36,197,0.17,14.27,5,2.14,4,False
Nagoya,685,408,209-407-7316,Yes,Yes,23,71.66,111,12.18,184.93,182,18.49,18.12,50,0.91,19.9,7,2.98,2,True
Sapporo,340,510,970-144-7306,No,No,20,238.71,139,40.58,126.7,145,12.67,278.39,198,13.92,0.97,7,0.15,7,False
Nagoya,531,415,460-342-9724,Yes,No,0,197.91,61,33.64,114.95,81,11.5,119.25,15,5.96,3.1,0,0.46,2,False
Nagoya,552,510,439-863-9498,No,Yes,31,343.38,163,58.37,264.37,156,26.44,340.27,30,17.01,0.99,9,0.15,9,False
Osaka,890,408,706-253-4121,Yes,Yes,1,48.33,89,8.22,311.27,147,31.13,225.63,177,11.28,13.39,14,2.01,3,True
Tokyo,470,415,508-464-9674,Yes,No,24,335.02,175,56.95,129.36,36,12.94,57.15,75,2.86,5.34,5,0.8,8,False
Saitama,292,408,509-930-1533,Yes,No,25,163.17,83,27.74,398.2,70,39.82,176.19,65,8.81,17.48,16,2.62,3,True
Osaka,370,408,996-127-1479,No,No,39,202.25,22,34.38,369.76,161,36.98,392.4,136,19.62,5.78,14,0.87,4,False
Fukuoka,802,415,398-600-5616,No,Yes,40,11.2,149,1.9,265.72,100,26.57,172.67,115,8.63,5.19,6,0.78,1,True
Kyoto,330,408,502-447-3627,No,No,25,199.42,197,33.9,255.52,154,25.55,384.78,91,19.24,17.5,12,2.62,4,True
Sapporo,145,510,188-921-7210,Yes,Yes,48,117.63,95,20.0,149.4,154,14.94,326.42,95,16.32,10.78,12,1.62,7,False
Kyoto,516,408,214-558-9111,No,No,2,186.22,126,31.66,212.3,118,21.23,108.21,54,5.41,8.46,8,1.27,2,False
Fukuoka,743,510,164-849-3761,Yes,No,35,194.14,176,33.0,175.12,146,17.51,241.32,38,12.07,16.52,8,2.48,7,False
Saitama,375,510,883-223-3092,No,No,4,219.25,102,37.27,151.42,19,15.14,263.0,66,13.15,18.51,17,2.78,1,True
Kobe,193,408,981-308-8732,Yes,No,28,33.73,109,5.73,228.03,84,22.8,249.89,191,12.49,16.12,7,2.42,2,False
Saitama,311,415,709-737-9450,Yes,Yes,27,365.54,184,62.14,233.86,59,23.39,197.35,189,9.87,0.78,18,0.12,4,True
Saitama,500,408,112-275-1483,No,Yes,41,172.74,135,29.37,276.51,98,27.65,96.2,52,4.81,11.24,10,1.69,5,False
Tokyo,17,408,306-784-7799,Yes,No,46,97.42,131,16.56,342.76,198,34.28,314.04,160,15.7,14.37,14,2.16,6,True
Kobe,743,510,526-483-9025,No,No,28,312.19,65,53.07,171.04,87,17.1,67.79,128,3.39,1.79,14,0.27,5,False
Fukuoka,915,408,733-738-4005,Yes,Yes,17,228.13,82,38.78,240.51,161,24.05,300.47,109,15.02,9.48,3,1.42,6,False
Saitama,679,415,148-782-7866,No,No,28,319.37,7,54.29,280.21,27,28.02,336.39,112,16.82,1.46,9,0.22,6,True
Osaka,799,510,211-481-8967,No,Yes,38,208.04,114,35.37,113.25,116,11.32,25.73,140,1.29,13.22,16,1.98,7,True
Osaka,450,415,906-419-1471,No,No,33,85.77,35,14.58,46.14,177,4.61,68.4,22,3.42,14.93,16,2.24,2,False
Kawasaki,9,408,521-987-8884,No,No,31,395.63,86,67.26,145.83,150,14.58,351.99,68,17.6,5.78,15,0.87,9,False
Saitama,116,408,897-316-4794,No,No,37,23.91,167,4.06,280.09,122,28.01,253.27,111,12.66,7.29,15,1.09,0,True
Kawasaki,708,510,433-580-3231,No,No,8,191.05,143,32.48,252.58,117,25.26,131.92,28,6.6,5.76,5,0.86,2,True
Kobe,899,415,307-956-8738,No,Yes,40,266.36,125,45.28,110.53,108,11.05,322.72,3,16.14,16.2,1,2.43,1,False
Kawasaki,498,510,145-558-9941,No,Yes,43,2.53,26,0.43,115.82,134,11.58,21.62,57,1.08,7.82,16,1.17,3,False
Kawasaki,760,408,737-424-4962,No,Yes,9,249.89,95,42.48,102.38,86,10.24,12.49,76,0.62,16.77,8,2.52,0,True
Osaka,338,415,289-977-7123,No,Yes,35,155.96,26,26.51,25.35,30,2.54,291.28,45,14.56,13.72,11,2.06,6,True
Sapporo,712,408,679-317-8012,No,No,14,321.74,153,54.7,322.06,61,32.21,346.93,59,17.35,7.69,3,1.15,2,True
Yokohama,232,415,552-616-4753,No,No,24,302.92,11,51.5,173.2,140,17.32,89.74,35,4.49,14.76,10,2.21,3,False
Fukuoka,344,415,580-772-7380,No,No,33,141.01,168,23.97,117.04,159,11.7,356.31,24,17.82,3.13,2,0.47,9,False
Osaka,662,415,604-920-8697,Yes,No,21,133.56,31,22.71,358.13,134,35.81,352.29,25,17.61,18.47,4,2.77,1,True
Tokyo,832,408,107-241-5707,No,Yes,39,262.53,181,44.63,50.87,118,5.09,120.15,129,6.01,14.36,13,2.15,2,False
Saitama,420,510,608-717-9658,Yes,No,19,380.58,96,64.7,195.27,179,19.53,43.35,194,2.17,0.15,0,0.02,0,True
Saitama,759,415,530-660-1549,Yes,Yes,42,324.32,94,55.13,348.17,170,34.82,95.67,157,4.78,7.92,15,1.19,5,False
Kobe,791,415,384-882-6598,No,Yes,35,38.14,100,6.48,1.23,128,0.12,348.19,92,17.41,15.96,10,2.39,8,False
Tokyo,427,415,975-407-8371,Yes,Yes,49,153.73,52,26.13,392.54,41,39.25,325.41,71,16.27,14.88,19,2.23,1,True
Tokyo,407,510,781-678-5983,No,No,42,76.59,197,13.02,181.57,168,18.16,140.3,24,7.02,7.1,13,1.06,7,True
Kobe,665,415,207-169-3624,No,Yes,40,122.3,190,20.79,44.74,149,4.47,5.6,7,0.28,4.36,1,0.65,8,True
Saitama,443,415,970-502-4193,Yes,Yes,41,269.04,132,45.74,97.9,113,9.79,209.25,180,10.46,18.06,9,2.71,0,False
Nagoya,861,415,437-714-2665,Yes,Yes,23,296.56,92,50.42,16.69,198,1.67,272.69,116,13.63,12.4,2,1.86,1,True
Kobe,399,408,697-484-1095,No,No,33,151.38,184,25.73,173.55,23,17.36,62.82,142,3.14,19.4,8,2.91,3,False
Yokohama,610,408,551-286-1711,No,Yes,9,69.05,25,11.74,248.82,17,24.88,307.83,97,15.39,0.92,13,0.14,8,False
Nagoya,98,510,873-121-9213,No,Yes,14,215.26,69,36.59,330.07,21,33.01,229.46,185,11.47,5.63,10,0.84,0,True
Kyoto,489,415,244-258-5767,No,Yes,49,266.23,186,45.26,112.74,154,11.27,226.44,181,11.32,7.15,19,1.07,5,False
Sapporo,590,408,851-147-1061,No,Yes,18,153.89,162,26.16,177.37,36,17.74,216.54,105,10.83,11.48,19,1.72,0,False
Kawasaki,724,510,867-691-6052,No,No,16,70.56,74,12.0,345.38,58,34.54,234.64,59,11.73,12.58,5,1.89,7,True
Tokyo,943,408,989-642-2696,No,Yes,41,88.21,74,15.0,225.12,165,22.51,326.72,32,16.34,19.62,12,2.94,8,False
Fukuoka,204,415,664-844-6706,No,Yes,38,369.53,182,62.82,201.84,70,20.18,59.62,40,2.98,13.97,4,2.1,4,False
Fukuoka,585,408,996-950-5832,No,Yes,19,45.26,20,7.69,68.83,153,6.88,372.36,19,18.62,10.51,2,1.58,3,True
Nagoya,599,415,311-789-4431,No,Yes,17,25.65,12,4.36,66.25,165,6.62,219.76,27,10.99,9.26,10,1.39,2,True
Kawasaki,608,408,908-605-1365,Yes,Yes,9,128.95,18,21.92,233.11,73,23.31,208.12,140,10.41,5.03,16,0.75,0,True
Yokohama,201,415,189-161-5502,Yes,Yes,14,304.99,156,51.85,44.71,127,4.47,126.27,43,6.31,9.71,17,1.46,1,False
Yokohama,779,408,357-962-1439,No,Yes,22,325.88,69,55.4,97.63,16,9.76,44.08,115,2.2,7.42,14,1.11,1,False
Kawasaki,555,408,118-389-9298,No,No,46,324.12,119,55.1,329.89,60,32.99,111.58,4,5.58,17.56,8,2.63,4,False
Sapporo,310,415,352-791-3700,Yes,Yes,14,272.63,189,46.35,48.77,5,4.88,324.51,78,16.23,5.26,4,0.79,2,False
Fukuoka,321,408,920-931-5461,Yes,No,13,204.12,15,34.7,167.85,143,16.78,191.45,96,9.57,1.53,14,0.23,0,False
Fukuoka,193,408,791-923-5026,No,No,46,185.69,135,31.57,124.26,131,12.43,207.81,194,10.39,10.21,9,1.53,9,True
Kyoto,711,510,917-218-1206,Yes,Yes,18,392.85,58,66.78,189.76,149,18.98,170.84,186,8.54,9.25,6,1.39,0,True
Tokyo,915,408,847-337-4294,Yes,No,42,13.26,116,2.25,48.07,89,4.81,288.82,21,14.44,11.26,15,1.69,8,True
Kawasaki,98,408,559-904-7447,Yes,Yes,17,80.78,80,13.73,315.05,73,31.51,267.09,187,13.35,18.14,15,2.72,8,False
Fukuoka,549,415,114-723-4442,Yes,No,28,340.3,183,57.85,202.99,159,20.3,208.44,48,10.42,16.32,1,2.45,0,False
Kobe,307,408,973-917-4362,No,No,34,71.35,51,12.13,22.2,128,2.22,317.7,120,15.88,19.41,10,2.91,8,True
Kobe,468,408,624-712-1531,No,No,13,28.53,186,4.85,170.69,8,17.07,122.86,170,6.14,5.03,17,0.75,5,False
Sapporo,45,510,180-133-1616,Yes,Yes,30,69.44,136,11.8,67.03,117,6.7,41.15,50,2.06,19.88,19,2.98,4,False
Sapporo,735,510,506-782-3174,No,Yes,26,126.9,164,21.57,361.15,60,36.12,304.15,4,15.21,15.72,11,2.36,5,False
Kawasaki,398,510,200-568-8278,Yes,Yes,3,122.46,3,20.82,357.23,154,35.72,222.79,114,11.14,6.23,10,0.93,3,False
Nagoya,419,408,842-924-4025,No,Yes,17,45.31,199,7.7,83.63,125,8.36,190.31,189,9.52,19.4,0,2.91,3,False
Fukuoka,870,408,589-179-8628,Yes,Yes,26,227.28,54,38.64,31.5,57,3.15,203.16,196,10.16,14.42,19,2.16,9,False
Sapporo,473,408,708-733-5178,No,No,14,119.26,31,20.27,142.14,100,14.21,183.17,91,9.16,16.55,1,2.48,1,False
Yokohama,40,408,382-584-8182,Yes,No,47,316.24,54,53.76,70.34,183,7.03,117.56,57,5.88,6.1,4,0.91,4,True
Kawasaki,630,415,709-272-8344,No,No,11,353.47,166,60.09,368.83,73,36.88,242.81,125,12.14,1.23,4,0.18,6,False
Sapporo,332,415,286-106-3322,Yes,Yes,49,153.81,108,26.15,359.1,91,35.91,151.17,181,7.56,10.41,12,1.56,0,True
Yokohama,83,408,841-848-6127,No,Yes,7,250.14,22,42.52,392.86,178,39.29,165.95,140,8.3,1.74,5,0.26,4,False
Kobe,506,510,658-429-5430,Yes,No,49,356.22,3,60.56,366.55,76,36.66,224.84,51,11.24,1.11,4,0.17,3,False
Saitama,438,510,309-810-5682,No,Yes,4,396.51,72,67.41,323.17,10,32.32,378.29,27,18.91,17.49,2,2.62,6,False
Tokyo,622,415,653-981-8866,Yes,Yes,43,162.35,196,27.6,227.02,195,22.7,116.05,8,5.8,3.15,1,0.47,2,True
Sapporo,392,510,520-834-4237,Yes,No,16,42.93,1,7.3,269.52,19,26.95,239.54,96,11.98,3.84,2,0.58,1,True
Fukuoka,779,510,996-640-8948,No,No,17,59.41,122,10.1,2.81,133,0.28,324.4,162,16.22,3.31,16,0.5,5,False
Yokohama,243,510,776-531-3708,Yes,No,19,251.67,156,42.78,175.12,61,17.51,234.05,93,11.7,2.14,1,0.32,5,False
Kobe,114,415,987-555-7648,No,Yes,17,265.55,112,45.14,148.82,51,14.88,103.53,39,5.18,3.86,0,0.58,2,False
Sapporo,595,408,599-475-7381,No,No,3,312.03,146,53.05,344.11,123,34.41,311.67,152,15.58,0.23,9,0.03,2,False
Saitama,598,415,903-695-4461,No,Yes,13,74.25,133,12.62,248.71,32,24.87,113.44,88,5.67,2.92,16,0.44,9,False
Saitama,723,510,133-908-6615,Yes,Yes,10,234.87,45,39.93,276.78,100,27.68,36.28,164,1.81,11.18,13,1.68,4,True
Kyoto,361,415,645-201-1113,No,No,7,347.09,42,59.01,352.11,59,35.21,73.59,191,3.68,11.35,17,1.7,7,False
Kobe,453,408,190-698-2301,No,Yes,33,375.47,97,63.83,211.12,36,21.11,64.99,56,3.25,12.47,14,1.87,2,False
Nagoya,538,510,799-663-9789,No,Yes,42,36.32,71,6.17,70.2,120,7.02,381.04,90,19.05,13.02,10,1.95,9,False
Saitama,198,510,149-155-7195,Yes,Yes,8,288.63,2,49.07,200.41,24,20.04,381.24,99,19.06,2.9,15,0.44,1,False
Fukuoka,207,408,587-303-9353,Yes,Yes,24,271.49,69,46.15,344.03,149,34.4,182.62,163,9.13,19.25,2,2.89,5,False
Kawasaki,297,408,203-935-3586,Yes,No,37,63.15,194,10.74,364.87,94,36.49,293.06,178,14.65,2.37,17,0.36,1,False
Kyoto,92,408,420-766-4641,Yes,No,35,185.5,42,31.54,27.13,165,2.71,224.52,75,11.23,16.99,16,2.55,3,False
